address,date_of_reg,ipc_period,ipc_status,name,primary_sector,status,uen,website
333 ORCHARD ROAD #33-12 MANDARIN SHOPPING ARCADE Singapore 238867,16/10/1984,Not applicable,Not applicable,ROTARY STUDENTS LOAN TRUST FUND,Social and Welfare,Registered,S84CC0096H,http://WWW.ROTARY.ORG.SG
9 Bishan Place #08-02 Junction 8 Shopping Centre Singapore 579837,28/10/1999,From 01/07/2016 To 30/06/2019,Live,RSVP Singapore The Organisation of Senior Volunteers,Social and Welfare,Registered,S99SS0039L,http://www.rsvp.org.sg
1 Coleman Street #08-01 The Adelphi Singapore 179803,10/10/1984,Not applicable,Not applicable,RUBBAT SCHOOL TARIM,Religious,Registered,S84CC0093J,http://www.bmtrust.com
87 Aida Street Singapore 459988,19/12/1991,Not applicable,Not applicable,Ruwan Buddhist Society,Religious,Registered,S90SS0032E,http://www.freewebs.com/ruwan1990/
65 CHULIA STREET #28-01 OCBC CENTRE Singapore 049513,30/10/2013,Not applicable,Not applicable,S C Wong Foundation Trust,Others,Registered,T13CC0003H,Not applicable
120 LOWER DELTA ROAD #04-10 CENDEX CENTRE Singapore 169208,10/01/2012,From 14/09/2017 To 13/09/2018,Live,S M JALEEL FOUNDATION LTD.,Social and Welfare,Registered,201009329W,Not applicable
127 Marshall Road Singapore 424914,16/03/1991,Not applicable,Not applicable,Sadhu Vaswani Centre (Singapore),Religious,Registered,S85SS0022L,http://www.sadhuvaswani.net
5 DEPOT ROAD #06-09 DEFENCE TECHNOLOGY BUILDING Singapore 109681,09/10/2013,From 01/10/2017 To 31/03/2020,Live,SAF CARE FUND,Social and Welfare,Registered,201323131D,https://www.mindef.gov.sg/imindef/safcarefund.html
5 Lorong 29 Geylang Sagaramudra Buddhist Institute Singapore 388060,22/02/1991,Not applicable,Not applicable,Sagaramudra Buddhist Society,Religious,Registered,S88SS0090C,http://www.sagaramudra.org.sg
1 JURONG WEST CENTRAL 2 #06-04 JURONG POINT SHOPPING CENTRE Singapore 648886,01/07/2008,From 01/06/2017 To 31/05/2019,Live,SAGE COUNSELLING CENTRE,Social and Welfare,Registered,T08SS0025E,http://www.sagecc.org.sg
8 NEW INDUSTRIAL ROAD #05-03 LHK 3 Singapore 536200,12/04/2016,Not applicable,Not applicable,SAHAJ MARG SPIRITUALITY FOUNDATION LIMITED,Others,Registered,201313718D,http://www.sahajmarg.org
18 CROSS STREET #14-01/02 CHINA SQUARE CENTRAL Singapore 048423,29/06/2011,Not applicable,Not applicable,SAJJAD FOUNDATION LIMITED,Social and Welfare,Registered,201103782C,http://www.sajjadfoundation.org
2 & 4 Lorong 24A Geylang Singapore 398526,22/11/1994,Not applicable,Not applicable,Sakyadhita (Daughters of the Buddha),Religious,Registered,S94SS0098J,Not applicable
270-B Sims Ave Singapore 387514,20/06/2006,Not applicable,Not applicable,Sakyamuni Dharma Centre,Religious,Registered,S98SS0033H,http://www.sakyamuni.org.sg
1-7 THOMSON HILLS DRIVE Singapore 574746,09/10/1985,Not applicable,Not applicable,SALEM CHAPEL LIMITED,Religious,Registered,198301685H,Not applicable
1 THOMSON HILLS DRIVE THOMSON HILLS ESTATE Singapore 574746,22/06/1996,From 08/11/2016 To 07/11/2018,Live,SALEM WELFARE SERVICES LTD,Health,Registered,199508102H,http://www.salemwelfareservices.org.sg/
1 COLEMAN ST #8-1 THE ADELPHI Singapore 179803,19/07/1985,Not applicable,Not applicable,SALIM TALIB CHARITY SETTLEMENT,Religious,Registered,S85CC0214G,http://www.bmtrust.com
3 COLEMAN STREET #04-14 PENINSULA HOTEL Singapore 179804,28/12/2004,Not applicable,Not applicable,SALT AND LIGHT GOSPEL MISSION,Religious,Registered,T02SS0233C,Not applicable
8 Ang Mo Kio Street 63 Avenue 9 Singapore 569114,30/06/1995,Not applicable,Not applicable,Sam Ann Temple Association,Religious,Registered,S84SS0028D,Not applicable
41 Wilkie Road Singapore 228055,08/02/1988,Not applicable,Not applicable,"Sam Kiang Huay Kwan, The",Health,Registered,S61SS0046A,Not applicable
134 Tembeling Road Singapore 423643,01/11/1990,Not applicable,Not applicable,Samadhi Buddhist Society,Religious,Registered,S88SS0097H,http://www.samadhi-buddhist.com/
10 CANTONMENT CLOSE #01-01 MULTI STOREY CAR PARK Singapore 080010,26/09/1983,From 01/10/2016 To 30/09/2019,Live,Samaritans of Singapore,Social and Welfare,Registered,S69SS0047D,http://www.sos.org.sg
32 TAI SENG AVENUE Singapore 584034,24/03/1986,Not applicable,Not applicable,SAN JIAO SHENG TANG BUDDHIST ASSOCIATION,Religious,Registered,S84SS0020C,Not applicable
18 Admiralty Street Singapore 757439,26/10/1995,Not applicable,Not applicable,San Lian Deng Temple,Religious,Registered,S93SS0156E,Not applicable
21 BEDOK NORTH AVENUE 4 Singapore 489948,24/08/2005,Not applicable,Not applicable,San Qing Gong Taoist Cultural Centre (Singapore),Religious,Registered,T02SS0201G,Not applicable
1F Pine Grove #10-32 Pine Grove Singapore 595001,28/01/2009,Not applicable,Not applicable,Santiphap Church (Singapore),Religious,Registered,T07SS0051J,Not applicable
40 WOODLANDS STREET 41 SINGAPORE AMERICAN SCHOOL Singapore 738547,02/06/2009,Not applicable,Not applicable,SAS FOUNDATION LIMITED,Education,Registered,200813073R,http://www.sas.edu.sg
30 HONG SAN TERRACE HOME @ HONG SAN Singapore 688246,23/11/1989,From 01/11/2017 To 30/04/2018,Live,SASCO SENIOR CITIZENS' HOME,Social and Welfare,Registered,S89CC0702G,http://www.giventake.sg
351 CHAI CHEE STREET SATA COMMHEALTH BUILDING Singapore 468982,27/09/1984,Not applicable,Not applicable,SATA COMMHEALTH,Health,Registered,194700119G,http://www.sata.com.sg
135 Middle Road #05-12 Bylands Building Singapore 188975,11/04/1992,Not applicable,Not applicable,Sathya Sai Mission (Singapore),Others,Registered,S84SS0093D,Not applicable
2 BUANGKOK GREEN PELANGI VILLAGE Singapore 539749,25/04/1996,From 01/11/2017 To 30/04/2020,Live,SATHYA SAI SOCIAL SERVICE (SINGAPORE),Social and Welfare,Registered,S96SS0160E,http://www.4s.org.sg/
395 Bukit Batok West Avenue 8 Singapore 658963,17/10/1985,Not applicable,Not applicable,Sattha Puchaniyaram Buddhist Temple,Religious,Registered,S65SS0029K,Not applicable
352 TANGLIN ROAD #03-01 TANGLIN INTERNATIONAL CENTRE Singapore 247671,07/07/2011,Not applicable,Not applicable,SAVE THE CHILDREN ASIA REGIONAL OFFICE LIMITED,Others,Registered,201024335C,www.savethechildren.net
4 SHENTON WAY #08-05 SGX CENTRE II Singapore 068807,29/08/1989,From 01/10/2017 To 31/12/2019,Live,SAWL SCHOLARSHIP FUND,Social and Welfare,Registered,S89CC0680J,tatsawlfund.org
26 THAM SOONG AVENUE AIRVIEW PARK Singapore 597042,07/05/2004,Not applicable,Not applicable,SCAB LIMITED,Arts and Heritage,Registered,200207271H,Not applicable
21 PRESTON ROAD INTERNATIONAL SCHOOL Singapore 109355,01/06/2004,Not applicable,Not applicable,SCHOLASTIC ENVIRONMENT FUND LTD.,Others,Registered,200309783M,Not applicable
"1 TECHNOLOGY DRIVE SCH OF SCIENCE AND TECH, S'PORE Singapore 138572",23/04/2009,From 07/12/2017 To 06/12/2019,Live,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",Education,Registered,200903483M,http://www.sst.edu.sg
7 ARMENIAN STREET #03-07 BIBLE HOUSE Singapore 179932,04/01/1990,Not applicable,Not applicable,"SCRIPTURE UNION, SINGAPORE, THE",Religious,Registered,S61SS0146C,http://www.su.org.sg
48 EMERALD HILL ROAD Singapore 229324,22/08/1997,Not applicable,Not applicable,SCULPTURE SQUARE LIMITED,Arts and Heritage,Registered,199604522K,Not applicable
96 Waterloo Street Singapore 187967,01/11/2009,From 01/11/2017 To 31/10/2019,Live,SCWO-Service Fund,Social and Welfare,Registered,T09CC0010H,http://www.scwo.org.sg
96 WATERLOO ST SCWO CENTRE Singapore 187967,19/01/2000,From 01/02/2016 To 31/01/2019,Live,SCWO-Star Shelter,Social and Welfare,Registered,T00CC1406K,http://www.scwo.org.sg
7 Maxwell Road #05-03 MND Building Annexe B Singapore 069111,08/05/2015,From 06/08/2016 To 05/08/2018,Live,Securities Investors Association (Singapore),Others,Registered,S99SS0111B,www.sias.org.sg
557 Bukit Batok Street 23 Singapore 659523,19/07/2006,Not applicable,Not applicable,See Thian Foh Combined Temple,Religious,Registered,S92SS0126G,Not applicable
557 Bukit Batok Street 23 Singapore 659523,22/07/1996,Not applicable,Not applicable,See Thian Foh Temple,Religious,Registered,S92SS0021C,Not applicable
21 JOO SENG ROAD #06--166 Singapore 360021,08/01/2004,Not applicable,Not applicable,SEED MINISTRIES LIMITED,Religious,Registered,200312988Z,Not applicable
70 BARKER ROAD #05-02 Singapore 309936,26/08/1987,Not applicable,Not applicable,SELETAR TAMIL METHODIST CHURCH,Religious,Registered,S87CC0486D,www.seletartmc.org
11 WOODLANDS CLOSE #10-43 WOODLANDS 11 Singapore 737853,04/04/2005,Not applicable,Not applicable,Sembawang Assembly of God,Religious,Registered,T03SS0178F,http://www.sembawangag.org.sg
140 Casuarina Road Singapore 579528,11/09/1986,Not applicable,Not applicable,Sembawang Baptist Church,Religious,Registered,S64SS0018D,Not applicable
31 Simei Road Singapore 529974,08/04/1988,Not applicable,Not applicable,Sembawang Bible-Presbyterian Church,Religious,Registered,S86SS0059C,www.moriahbpc.org
2125 SEMBAWANG ROAD Singapore 758528,15/03/2006,From 01/06/2015 To 31/05/2018,Live,SEMBAWANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T06CC1941B,http://www.pa.gov.sg
326 SEMBAWANG CRESCENT #01-52 Singapore 750326,26/09/2011,From 01/04/2016 To 31/03/2019,Live,Sembawang Family Service Centre,Social and Welfare,Registered,T11SS0143D,http://sfsc.org.sg
28 Admiralty Street Singapore 757613,24/02/2000,Not applicable,Not applicable,Sembawang God of Wealth Temple,Religious,Registered,S99SS0006H,Not applicable
10-B JALAN JERUJU Singapore 768443,22/01/1994,Not applicable,Not applicable,SEMBAWANG PRESBYTERIAN CHURCH,Religious,Registered,S91SS0065B,http://www.sembpres.org.sg
475 Yishun Ring Road Singapore 768678,11/06/1996,Not applicable,Not applicable,Sembawang Seng Pang Keng,Religious,Registered,S83SS0002B,Not applicable
70 BARKER ROAD #4-2 METHODIST CENTRE Singapore 309936,08/10/1987,Not applicable,Not applicable,SEMBAWANG TAMIL METHODIST CHURCH,Religious,Registered,S87CC0513E,http://www.stmc.org.sg
475 Yishun Ring Road Singapore 768678,17/02/2005,Not applicable,Not applicable,Seng Pang Tua Pek Kong Keng,Religious,Registered,T04SS0007L,Not applicable
113 PECK SEAH ST Singapore 079332,18/08/2001,Not applicable,Not applicable,SENG WONG BEO TEMPLE,Religious,Registered,T01CC1520G,Not applicable
2 Sengkang Square #01-01 Sengkang Community Hub Singapore 545025,24/09/2007,From 01/09/2016 To 31/08/2018,Live,Sengkang Central CCC Community Development and Welfare Fund,Community,Registered,T07CC2053K,Not applicable
31 ANCHORVALE ROAD Singapore 545056,06/11/2000,Not applicable,Not applicable,SENGKANG METHODIST CHURCH,Religious,Registered,T00CC1467C,http://www.skmc.org.sg/
458 HOUGANG AVE 10 #1-405 Singapore 530458,06/10/1999,From 01/04/2015 To 31/03/2018,Live,Sengkang South CCC Community Development and Welfare Fund,Community,Registered,S99CC1387B,http://www.pa.gov.sg
59 Anchorvale Road ANCHORVALE COMMUNITY CLUB Singapore 544965,22/08/2006,From 06/10/2013 To 05/10/2018,Live,SENGKANG WEST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T06CC1994D,Not applicable
9 LORONG 35 GEYLANG #03-01 Nam Hai Keing Singapore 387941,12/10/2009,Not applicable,Not applicable,Sera Jey (Singapore) Buddhist Centre,Religious,Registered,T07SS0082J,Not applicable
10 SERANGOON NORTH AVENUE 2 Singapore 555877,23/09/2010,From 07/10/2017 To 30/09/2020,Live,SERANGOON CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S80SS0135C,Not applicable
238 Serangoon Avenue 2 #01-47 Singapore 550238,25/02/1997,From 01/10/2017 To 30/06/2020,Live,Serangoon Moral Family Service Centre,Social and Welfare,Registered,S99SS0090L,http://www.smfsc.org.sg
17 SERAYA ROAD SERENE GARDEN HOME Singapore 437255,27/05/1988,Not applicable,Not applicable,SERENE GARDEN,Religious,Registered,S88CC0576F,Not applicable
1 COLEMAN STREET #08-01 THE ADELPHI Singapore 179803,03/07/1985,Not applicable,Not applicable,SETTLEMENT OF S.S.ABDAT DEC'D,Others,Registered,S85CC0203F,http://www.bmtrust.com
335 Bedok North Avenue 3 Singapore 469718,10/08/1996,Not applicable,Not applicable,Seu Teck Sean Tong Yiang Sin Sia,Religious,Registered,S63SS0029L,Not applicable
90 JURONG EAST STREET 13 Singapore 609648,14/12/1998,Not applicable,Not applicable,Seventh-day Adventist Conference (Singapore),Religious,Registered,S96SS0003E,http://www.adventist.org.sg/
50 PLAYFAIR ROAD #03-01 NOEL BUILDING Singapore 367995,01/11/2009,From 01/01/2018 To 30/09/2020,Live,Seventy Times Seven,Social and Welfare,Registered,T09CC0007H,70x7.sg
1 SOPHIA ROAD #04-08 PEACE CENTRE Singapore 228149,11/03/2016,Not applicable,Not applicable,SG CARING HEART LIMITED,Social and Welfare,Registered,201332216H,http://www.sgcaringheart.org
20 LENGKOK BAHRU #02-06 ENABLING VILLAGE Singapore 159053,01/03/2009,From 01/03/2015 To 28/02/2018,Live,SG ENABLE LTD.,Others,Registered,200822425N,http://www.sgenable.sg
6 BATTERY ROAD #10-01 Singapore 049909,28/08/2017,Not applicable,Not applicable,SG SERVE LTD.,Social and Welfare,Registered,201621736D,Not applicable
16 College Road College of Medicine Building Singapore 169854,03/01/1997,Not applicable,Not applicable,SGH CARDIOLOGY RESEARCH FUND,Others,Registered,S97CC1228L,Not applicable
1 SIMEI STREET 4 #07-07 SIMEI GREEN CONDOMINIUM Singapore 529861,24/10/2001,Not applicable,Not applicable,SHADDAI BAPTIST CHURCH,Religious,Registered,T00SS0030A,http://www.shaddai-baptist.com
11 LORONG 37 GEYLANG Singapore 387908,01/02/2000,Not applicable,Not applicable,SHAIKH OMAR ALKHATIB EDUCATIONAL FUND,Education,Registered,T00CC1411B,http://www.alwehdah.org
714 Jurong West Street 71 #B1-147 Singapore 640714,23/04/1985,Not applicable,Not applicable,Shalom Baptist Chapel,Religious,Registered,S77SS0047H,Not applicable
170 Bukit Timah Road #17-03 Bukit Timah Shopping Centre Singapore 588179,11/03/1986,Not applicable,Not applicable,Shalom Baptist Church,Religious,Registered,S85SS0053L,http://www.shalom-baptist.org
4 Loyang Besar Close Singapore 509025,05/10/1987,Not applicable,Not applicable,Shalom Bible-Presbyterian Church,Religious,Registered,S86SS0060L,http://www.shalombpchurch.org
42 Shelford Road #01-10 Singapore 288435,26/12/1985,Not applicable,Not applicable,"Shalom Church, Singapore",Religious,Registered,S81SS0112K,http://www.shalomrb.com/
5 Lorong 7 Geylang Road Singapore 388789,20/02/2002,Not applicable,Not applicable,Shan Fook Tong Temple,Religious,Registered,S97SS0134A,Not applicable
36 Lorong 8 Geylang Singapore 399098,21/05/2004,Not applicable,Not applicable,Shan Qing Tang Temple,Religious,Registered,T02SS0108K,Not applicable
13 Choa Chu Kang Street 51 Singapore 689341,30/06/1995,Not applicable,Not applicable,Shan Xing Tan,Religious,Registered,S95SS0061E,Not applicable
5 Upper Boon Keng Road #02-15 Singapore 380005,28/12/1995,From 01/12/2017 To 31/05/2019,Live,Shan You Counselling Centre,Social and Welfare,Registered,S95SS0103B,http://www.shanyou.org.sg
2 Teck Whye Lane Singapore 688799,26/05/1995,Not applicable,Not applicable,Shan Zhong Gong Temple,Religious,Registered,S94SS0018B,Not applicable
10 MARSILING IND.EST RD 3 Singapore 739254,25/07/1989,Not applicable,Not applicable,SHANG DI MIAO CHAI KONG TEMPLE,Religious,Registered,S82SS0006C,Not applicable
177 RIVER VALLEY ROAD #05-20 LIANG COURT Singapore 179030,02/07/2009,From 10/07/2017 To 09/07/2020,Live,SHARED SERVICES FOR CHARITIES LIMITED,Others,Registered,200823086Z,http://www.sscharities.com
9 Gilstead Road Singapore 309062,16/01/1988,Not applicable,Not applicable,Sharon Bible-Presbyterian Church,Religious,Registered,S86SS0061G,http://www.sharonbpc.com/
1 Shenton Way #06-02 Singapore 068803,24/05/2002,Not applicable,Not applicable,Shekinah Assembly,Religious,Registered,T01SS0069G,Not applicable
1 Queensway #03-09/10 Queensway Shopping Centre Singapore 149053,08/12/1990,Not applicable,Not applicable,Shekinah Assembly Of God Church,Religious,Registered,S90SS0015E,http://www.myshekinahag.org
29 PLAYFAIR ROAD #04-00 LIN HO BUILDING Singapore 367992,08/05/2006,Not applicable,Not applicable,SHEKINAH HARVEST CHURCH,Religious,Registered,T03SS0072F,http://www.shcsg.org/
37 JALAN PEMIMPIN #06-08 MAPEX Singapore 577177,18/05/1993,Not applicable,Not applicable,Shekinah Joy Church,Religious,Registered,S90SS0022L,http://shekinahjoychurch.org/
26 SIN MING LANE #06-113 MIDVIEW CITY Singapore 573971,29/02/1988,Not applicable,Not applicable,Shelter Baptist Church,Religious,Registered,S87SS0035C,http://www.shelter.org.sg
300 Pandan Gardens Singapore 609341,31/01/1986,Not applicable,Not applicable,Sheng Hong Temple,Religious,Registered,S76SS0006J,Not applicable
95 PANDAN LOOP Singapore 126888,04/12/2008,Not applicable,Not applicable,Sheng Jia Temple Association,Religious,Registered,T02SS0109F,Not applicable
237 ALEXANDRA ROAD #03-12 THE ALEXCIER Singapore 159929,28/06/1997,Not applicable,Not applicable,SHENG-TU EVANGELISTIC MISSION (SINGAPORE),Religious,Registered,S56SS0024K,http://www.stemi.sg
5 SHENTON WAY #07-00 UIC BUILDING Singapore 068808,15/01/2003,Not applicable,Not applicable,SHENTON CHARITABLE COMPANY LIMITED,Social and Welfare,Registered,200209965N,Not applicable
33 UBI AVENUE 3 #04-07 VERTEX Singapore 408868,31/08/1990,Not applicable,Not applicable,Shepherd's Assembly,Religious,Registered,S89SS0074D,Not applicable
16 UBI ROAD 4 #02-02 Singapore 408624,01/12/2016,Not applicable,Not applicable,Shi Niu Dong Temple,Religious,Registered,T03SS0018G,www.shiniudong.com
397 Bukit Batok West Avenue 8 Singapore 658964,23/08/1996,Not applicable,Not applicable,Shi Zhu Chinese Temple,Religious,Registered,S94SS0082F,Not applicable
37 Chwee Chian View Singapore 119714,25/04/1996,Not applicable,Not applicable,Shin Sen Keng Temple,Religious,Registered,S93SS0115L,http://N.A
463 Hougang Avenue 10 #01-964 Singapore 530463,01/12/1983,From 01/10/2016 To 30/09/2019,Live,SHINE Children and Youth Services,Social and Welfare,Registered,S76SS0021F,www.students.org.sg
2 Jalan Kechot Shinnyo-en Singapore Singapore 419231,19/10/1990,Not applicable,Not applicable,Shinnyo-En Singapore,Religious,Registered,S90SS0013B,shinnyoen.sg
3 CHURCH STREET #16-04/05 SAMSUNG HUB Singapore 049483,29/06/2012,Not applicable,Not applicable,SHIRDI SAI WORSHIP CENTRE LTD.,Religious,Registered,200820782H,Not applicable
5 CHANDER ROAD Singapore 219528,01/08/1985,Not applicable,Not applicable,SHREE LAKSHMINARAYAN TEMPLE,Religious,Registered,S67SS0019D,http://www.lakshminarayantemple.com/
9 Temasek Boulevard 31/F Suntec Tower 2 Singapore 038989,07/10/2010,Not applicable,Not applicable,Shri Ram Chandra Mission,Others,Registered,S97SS0008A,http://www.sahajmarg.org
2 BROADRICK ROAD Singapore 439459,15/01/2018,Not applicable,Not applicable,SHRIMAD RAJCHANDRA MISSION DHARAMPUR (SINGAPORE) LTD.,Religious,Registered,201721347M,www.shrimadrajchandramission.org
1 PARK ROAD #04-04 PEOPLE'S PARK COMPLEX Singapore 059108,01/08/1994,Not applicable,Not applicable,SHUI GOU GUAN TEMPLE,Religious,Registered,S94SS0019J,Not applicable
638 LORONG 3 GEYLANG Singapore 389020,13/11/2002,Not applicable,Not applicable,Si Dao Feng Jiao Temple,Religious,Registered,S96SS0009C,Not applicable
610 GEYLANG ROAD Singapore 389549,19/03/1984,From 01/07/2017 To 30/06/2019,Live,Sian Chay Medical Institution,Health,Registered,S62SS0055D,http://www.sianchay.org.sg
31 Devonshire Road Singapore 239851,15/02/1988,Not applicable,Not applicable,SIAN HENG TNG TEMPLE,Religious,Registered,S88CC0558K,http://NA
216 Changi Road Singapore 419736,07/07/1995,Not applicable,Not applicable,Sian Keng Tong Temple,Religious,Registered,S87SS0002L,Not applicable
57 CUPPAGE ROAD Singapore 229468,18/01/1991,Not applicable,Not applicable,SIAN TECK TNG VEGETARIAN CONVENT,Religious,Registered,S91CC0783F,Not applicable
