balance_assets_accounts_receivables,balance_assets_cash_deposits,balance_assets_inventories,balance_assets_investments,balance_assets_land_building,balance_assets_other_assets,balance_assets_other_tangible,balance_assets_total,balance_funds_endowment,balance_funds_liabilities_total,balance_funds_restricted,balance_funds_total,balance_funds_unrestricted,balance_liabilities_current,balance_liabilities_non_current,balance_liabilities_total,capital_in_nature,category_id,expenses_charitable_local,expenses_charitable_overseas,expenses_charitable_total,expenses_fund_raising,expenses_others_total,expenses_total,financial_period,financial_status,index,name,other_info_donation_other_charities,other_info_fund_raising_efficiency_ratio,other_info_no_of_employees,other_info_total_employee_costs,other_info_total_related_party_transactions,primary_sector,receipts_donation_cash_non_tax_deductible,receipts_donation_cash_tax_deductible,receipts_donation_cash_total,receipts_donation_kind_non_tax_deductible,receipts_donation_kind_tax_deductible,receipts_donation_kind_total,receipts_government_grants,receipts_investment_income,receipts_others_income,receipts_programme_fees,receipts_total,sub_setor,uen
"3,807","706,957",0,0,"449,713",903,"2,114","1,163,494",0,"1,163,494","98,000","1,116,748","1,018,748","46,746",0,"46,746","10,993",59,"294,810",0,"294,810",0,0,"294,810",Jan 2015 - Dec 2015,Received,fy2,Nature Society (Singapore),0,0,2,"98,462","1,880",Others,"8,815","115,794","124,609",0,0,0,0,957,"55,550","51,659","232,775",Environment,S61SS0142H
"27,339","727,167",0,0,"462,813",0,"1,473","1,218,792",0,"1,218,792","87,006","1,178,783","1,091,777","40,009",0,"40,009","1,269",59,"226,730",0,"226,730",0,0,"226,730",Jan 2014 - Dec 2014,Received,fy3,Nature Society (Singapore),0,0,2,"96,019","3,655",Others,"12,759","68,859","81,618",0,0,0,0,456,"6,733","82,382","171,189",Environment,S61SS0142H
"10,616","119,303","2,690",0,0,0,0,"132,609",0,"132,609","8,788","122,579","113,791","10,030",0,"10,030","8,686",59,"227,830",0,"227,830",0,"9,196","237,026",Apr 2016 - Mar 2017,Received,fy1,Restroom Association (Singapore),0,0,3,"172,905",0,Others,"6,727","14,668","21,395",0,0,0,"133,275",0,"10,413","84,053","249,136",Environment,S98SS0167J
"13,662","105,595","2,357",0,0,0,0,"121,614",0,"121,614","6,757","110,469","103,712","11,145",0,"11,145","16,501",59,"216,300",0,"216,300",0,"9,453","225,753",Apr 2015 - Mar 2016,Received,fy2,Restroom Association (Singapore),0,0,3,"165,014",0,Others,50,"12,335","12,385",0,0,0,"184,313",0,"10,841","89,202","296,741",Environment,S98SS0167J
"5,559","41,904","2,979",0,0,0,0,"50,442",0,"50,442",0,"39,481","39,481","10,961",0,"10,961",0,59,"232,864",0,"232,864",0,"8,685","241,549",Apr 2014 - Mar 2015,Received,fy3,Restroom Association (Singapore),0,0,4,"188,121",0,Others,529,"10,637","11,166",0,0,0,"156,115",0,"9,525","85,418","262,224",Environment,S98SS0167J
"252,008","1,391,486",0,0,0,"86,595","49,821","1,779,910",0,"1,779,910",0,"1,195,484","1,195,484","584,426",0,"584,426",0,59,"1,133,153",0,"1,133,153",0,"1,356,431","2,489,584",Jan 2016 - Dec 2016,Received,fy1,SINGAPORE ENVIRONMENT COUNCIL,0,0,23,"1,747,383","187,858",Others,"264,043","270,466","534,509",0,0,0,"107,051","12,134","9,566","2,097,741","2,761,001",Environment,199507762R
"360,012","1,089,791",0,0,0,"14,643","54,209","1,518,655",0,"1,518,655",0,"924,066","924,066","594,589",0,"594,589",0,59,"1,667,457",0,"1,667,457",0,"1,096,813","2,764,270",Jan 2015 - Dec 2015,Received,fy2,SINGAPORE ENVIRONMENT COUNCIL,0,0,28,"1,464,236",0,Others,"54,596","459,318","513,914",0,0,0,"60,381",277,"11,811","2,447,550","3,033,933",Environment,199507762R
"377,898","353,230",0,0,0,"11,655","73,016","815,799",0,"815,799",0,"654,403","654,403","161,396",0,"161,396","3,023,191",59,"1,358,921",0,"1,358,921","1,230,708","359,334","2,948,963",Jan 2014 - Dec 2014,Received,fy3,SINGAPORE ENVIRONMENT COUNCIL,0,37,26,"1,366,807","18,098",Others,"5,332","80,689","86,021",0,0,0,"40,520",0,"370,725","2,525,925","3,023,191",Environment,199507762R
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,-,-,-,fy1,TEMASEK FOUNDATION INNOVATES CLG LIMITED,0,0,0,0,0,Others,0,0,0,0,0,0,0,0,0,0,-,Environment,201503610K
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,fy2,TEMASEK FOUNDATION INNOVATES CLG LIMITED,0,0,0,0,0,Others,0,0,0,0,0,0,0,0,0,0,0,Environment,201503610K
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,fy3,TEMASEK FOUNDATION INNOVATES CLG LIMITED,0,0,0,0,0,Others,0,0,0,0,0,0,0,0,0,0,0,Environment,201503610K
"22,801","183,203",0,0,0,"7,371","131,685","345,060",0,"345,060",0,"339,405","339,405","5,655",0,"5,655",0,59,"283,853",0,"283,853",0,"90,876","374,729",Apr 2016 - Mar 2017,Received,fy1,Waterways Watch Society,0,0,3,"72,400",0,Others,"16,773","24,511","41,284",0,0,0,"55,185",0,"262,683",0,"359,152",Environment,S99SS0038D
"31,064","217,209",0,0,0,0,"111,671","359,944",0,"359,944",0,"354,982","354,982","4,962",0,"4,962",0,59,"242,711",0,"242,711",0,"85,608","328,319",Apr 2015 - Mar 2016,Received,fy2,Waterways Watch Society,0,0,3,"75,576",0,Others,"38,256","39,402","77,658",0,0,0,"6,500",0,"103,464","177,840","365,462",Environment,S99SS0038D
"64,829","114,646",0,0,0,"2,590","138,614","320,679",0,"320,679",0,"317,837","317,837","2,842",0,"2,842",0,59,"203,278",0,"203,278",0,"76,112","279,390",Apr 2014 - Mar 2015,Received,fy3,Waterways Watch Society,0,0,8,"77,196",0,Others,"11,405","67,682","79,087",0,0,0,0,0,"108,198","128,843","316,128",Environment,S99SS0038D
"90,000","1,066,649",0,0,0,"4,177","12,129","1,172,955",0,"1,172,955","261,345","261,345",0,"911,610",0,"911,610",0,59,"2,112,072","3,283","2,115,355",0,0,"2,115,355",Jul 2016 - Jun 2017,Received,fy1,WWFS CONSERVATION FUND,0,0,2,"170,234","106,749",Others,"266,849","548,251","815,100","1,062,019",0,"1,062,019",0,0,0,0,"1,877,119",Environment,T06CC1999F
"10,055","1,173,013",0,0,0,0,"12,139","1,195,207",0,"1,195,207","338,766","338,766",0,"856,441",0,"856,441",0,59,"1,073,780",0,"1,073,780",0,0,"1,073,780",Jul 2015 - Jun 2016,Received,fy2,WWFS CONSERVATION FUND,0,0,2,"64,400","94,048",Others,"88,607","200,325","288,932","368,138",0,"368,138",0,0,0,0,"657,070",Environment,T06CC1999F
"35,073","872,480",0,0,0,0,0,"907,553",0,"907,553","524,366","524,366",0,"383,187",0,"383,187",0,59,"1,285,805",0,"1,285,805",0,0,"1,285,805",Jul 2014 - Jun 2015,Received,fy3,WWFS CONSERVATION FUND,0,0,1,"40,084","158,352",Others,"61,435","214,791","276,226","723,711",0,"723,711","24,656",0,0,0,"1,024,593",Environment,T06CC1999F
"475,732","2,659,002","86,400",0,0,"36,812","197,123","3,455,069",0,"3,455,069","2,218,704","3,411,132","1,192,428","43,937",0,"43,937",0,60,"777,211","663,062","1,440,273","40,327","37,111","1,517,711",Jan 2016 - Dec 2016,Received,fy1,MERCY RELIEF LIMITED,0,4,8,"583,022",0,Others,"1,345,208","402,900","1,748,108",0,0,0,"125,000",0,"31,314",0,"1,904,422",Humanitarian Aid,200306035Z
"391,107","2,557,114","86,400",0,0,0,"32,791","3,067,412",0,"3,067,412","1,881,362","3,024,421","1,143,059","42,991",0,"42,991",0,60,"190,525","761,584","952,109","28,085","55,440","1,035,634",Jan 2015 - Dec 2015,Received,fy2,MERCY RELIEF LIMITED,0,1,8,"617,863",0,Others,"2,007,042","900,373","2,907,415",0,0,0,"50,000",0,"69,721",0,"3,027,136",Humanitarian Aid,200306035Z
"511,221","1,057,185","99,975",0,0,0,"46,744","1,715,125",0,"1,715,125","1,144,825","1,650,782","505,957","64,343",0,"64,343",0,60,"1,120,847","1,150,564","2,271,411","41,166","55,079","2,367,656",Jan 2014 - Dec 2014,Received,fy3,MERCY RELIEF LIMITED,0,19,13,"936,120",922,Others,"843,902","482,662","1,326,564","22,235",0,"22,235","72,242",0,"9,606","48,624","1,479,271",Humanitarian Aid,200306035Z
"607,090","4,027,583",0,0,"124,001",0,"413,467","5,172,141",0,"5,172,141","44,527","3,219,963","3,175,436","1,602,427","349,751","1,952,178","116,584",60,"4,016,670",0,"4,016,670","65,197",0,"4,081,867",Apr 2016 - Mar 2017,Received,fy1,"THE LAW SOCIETY OF SINGAPORE PRO BONO, LEARNING AND SUPPORT SERVICES",0,5.9,28,"1,673,134",0,Others,"131,276","2,256,541","2,387,817",0,0,0,"2,446,742","47,212",0,"111,718","4,993,489",Humanitarian Aid,T07CC2064L
"23,471","3,055,701",0,0,"193,035",0,"551,166","3,823,373",0,"3,823,373","43,079","2,308,341","2,265,262","1,357,032","158,000","1,515,032","78,101",60,"3,602,484",0,"3,602,484","15,000",0,"3,617,484",Apr 2015 - Mar 2016,Received,fy2,"THE LAW SOCIETY OF SINGAPORE PRO BONO, LEARNING AND SUPPORT SERVICES",0,5.9,26,"1,845,149",0,Others,"133,971","1,509,643","1,643,614",0,0,0,"2,887,372","19,731",0,"61,295","4,612,012",Humanitarian Aid,T07CC2064L
"15,742","2,136,157",0,0,0,0,"286,805","2,438,704",0,"2,438,704","62,903","1,313,813","1,250,910","1,124,891",0,"1,124,891","173,369",60,"2,360,114",0,"2,360,114","134,512",0,"2,494,626",Apr 2014 - Mar 2015,Received,fy3,"THE LAW SOCIETY OF SINGAPORE PRO BONO, LEARNING AND SUPPORT SERVICES",0,5.9,23,"1,395,599",0,Others,"191,908","2,080,531","2,272,439",0,0,0,"725,000","6,603","28,451",0,"3,032,493",Humanitarian Aid,T07CC2064L
"3,321,926","5,279,620",0,"250,002","6,680,555",0,"805,211","16,337,314",0,"16,337,314","408,192","11,943,378","11,535,186","4,393,936",0,"4,393,936","599,817",61,"10,400,380",0,"10,400,380","372,732","4,018,014","14,791,126",Jul 2016 - Jun 2017,Received,fy1,ASSOCIATION OF MUSLIM PROFESSIONALS,"360,927",13,50,"2,915,469","8,149,198",Others,"1,471,535","1,323,252","2,794,787",0,0,0,"2,311,493","326,451","1,237,761","7,939,999","14,610,491",Self-Help Groups,199105100D
"3,388,661","4,987,548",0,"250,002","7,297,221",0,"1,022,367","16,945,799",0,"16,945,799","371,833","12,124,013","11,752,180","4,821,786",0,"4,821,786","645,922",61,"9,239,441",0,"9,239,441","310,647","3,915,486","13,465,574",Jul 2015 - Jun 2016,Received,fy2,ASSOCIATION OF MUSLIM PROFESSIONALS,"37,029",14,50,"2,708,296","7,400,857",Others,"1,462,224","1,406,042","2,868,266",0,0,0,"2,435,825","306,981","1,888,110","7,180,613","14,679,795",Self-Help Groups,199105100D
"3,007,244","3,854,922",0,"250,002","7,150,001",0,"1,184,600","15,446,769",0,"15,446,769","290,616","10,909,792","10,619,176","4,529,992","6,985","4,536,977",0,61,"7,508,155",0,"7,508,155","331,533","3,253,619","11,093,307",Jul 2014 - Jun 2015,Received,fy3,ASSOCIATION OF MUSLIM PROFESSIONALS,"57,648",14,49,"2,449,971","5,484,604",Others,"1,250,024","1,100,021","2,350,045",0,0,0,"1,826,890","270,777","1,170,374","5,685,710","11,303,796",Self-Help Groups,199105100D
"2,194,000","12,603,000","23,000","64,314,000","1,060,000","857,000",0,"81,051,000","62,222,000","81,051,000",0,"76,258,000","14,036,000","4,793,000",0,"4,793,000",0,61,"21,479,000",0,"21,479,000",0,"2,933,000","24,412,000",Jan 2016 - Dec 2016,Received,fy1,CHINESE DEVELOPMENT ASSISTANCE COUNCIL,0,0.57,84,"6,095,000","65,000",Others,"1,526,000","25,121,000","26,647,000",0,0,0,"4,722,000","1,119,000","44,000","2,172,000","34,704,000",Self-Help Groups,199202625K
"2,132,000","9,509,000","27,000","56,663,000","1,198,000","573,000",0,"70,102,000","58,066,000","70,102,000",0,"65,966,000","7,900,000","4,136,000",0,"4,136,000",0,61,"24,232,000",0,"24,232,000",0,"2,295,000","26,527,000",Jan 2015 - Dec 2015,Late,fy2,CHINESE DEVELOPMENT ASSISTANCE COUNCIL,0,0,98,"7,127,000",0,Others,0,"30,024,000","30,024,000",0,0,0,"4,855,000","915,000","32,000","2,390,000","38,216,000",Self-Help Groups,199202625K
"1,386,000","4,455,000","46,000","50,302,000",0,"280,000","1,432,000","57,901,000","49,780,000","57,901,000",0,"54,280,000","4,500,000","3,621,000",0,"3,621,000",0,61,"21,673,000",0,"21,673,000","161,000","2,157,000","23,991,000",Jan 2014 - Dec 2014,Received,fy3,CHINESE DEVELOPMENT ASSISTANCE COUNCIL,0,1.8,87,"5,821,000",0,Others,"1,974,000","20,571,000","22,545,000",0,0,0,"4,150,000","879,000","20,000","1,859,000","29,453,000",Self-Help Groups,199202625K
"491,527","2,968,339","6,763",0,"2,987,699","28,465","154,183","6,636,976",0,"6,636,976","1,776,283","3,495,659","1,719,376","238,059","2,903,258","3,141,317",0,61,"922,639","2,874","925,513",0,"1,357,862","2,283,375",Jan 2016 - Dec 2016,Received,fy1,"Eurasian Association, The",0,0,10,"551,859",0,Others,"827,947","106,573","934,520",0,0,0,"1,361,320","45,761","30,502","80,646","2,452,749",Self-Help Groups,S64SS0001E
"551,007","2,400,724","3,832",0,"3,185,526","25,088","144,437","6,310,614",0,"6,310,614","1,818,551","3,326,285","1,507,734","170,286","2,814,043","2,984,329",0,61,"880,299",0,"880,299",0,"1,313,739","2,194,038",Jan 2015 - Dec 2015,Received,fy2,"Eurasian Association, The",0,0,10,"533,686",0,Others,"840,859","541,206","1,382,065",0,0,0,"1,353,669","39,981","225,048","59,281","3,060,044",Self-Help Groups,S64SS0001E
"269,422","1,786,083","3,473",0,"3,383,353","14,437","126,256","5,583,024",0,"5,583,024","1,586,771","2,460,279","873,508","138,735","2,984,010","3,122,745",0,61,"767,860",0,"767,860","96,040","1,011,115","1,875,015",Jan 2014 - Dec 2014,Received,fy3,"Eurasian Association, The",0,0.09,9,"487,891",0,Others,"673,765","331,624","1,005,389","32,292",0,"32,292","655,264","53,340","212,686","97,710","2,056,681",Self-Help Groups,S64SS0001E
"6,304,628","9,793,339",0,"28,111,890","390,762","400,000","279,341","45,279,960",0,"45,279,960",0,"40,277,188","40,277,188","4,995,520","7,252","5,002,772","27,928",61,"18,514,874",0,"18,514,874","21,497","261,887","18,798,258",Jan 2016 - Dec 2016,Received,fy1,Singapore Indian Development Association (SINDA),0,9.86,96,"7,748,514",0,Others,"386,320","1,124,809","1,511,129",0,0,0,"6,774,323","1,365,980","15,114,820","682,174","25,448,426",Self-Help Groups,S90SS0098L
"6,692,792","9,580,216",0,"21,485,760","447,873","200,100","442,982","38,849,723",0,"38,849,723",0,"33,627,020","33,627,020","5,206,185","16,518","5,222,703","35,444",61,"18,648,873",0,"18,648,873","26,227","151,629","18,826,729",Jan 2015 - Dec 2015,Received,fy2,Singapore Indian Development Association (SINDA),0,6.4,104,"7,743,905",0,Others,"271,159","2,423,588","2,694,747","7,401",0,"7,401","7,242,485","687,486","13,668,828","707,864","25,008,811",Self-Help Groups,S90SS0098L
"6,269,431","4,814,562",0,"21,286,522",0,"172,610","969,748","33,512,873",0,"33,512,873",0,"27,452,339","27,452,339","6,015,972","44,562","6,060,534",0,61,"16,624,687",0,"16,624,687",0,"2,348,379","18,973,066",Jan 2014 - Dec 2014,Received,fy3,Singapore Indian Development Association (SINDA),0,4.42,105,"8,633,364",0,Others,"587,300","11,598,233","12,185,533",0,0,0,"7,574,987","-231,480","108,376","627,531","20,264,947",Self-Help Groups,S90SS0098L
"9,261,010","59,230,940",0,"10,517,764","14,807,103","25,118,892","1,392,891","120,328,600",0,"120,328,600","93,917,225","98,852,143","4,934,918","18,270,168","3,206,289","21,476,457",0,61,"33,675,365",0,"33,675,365",0,"1,183,097","34,858,462",Jan 2016 - Dec 2016,Received,fy1,YAYASAN MENDAKI,"3,297,167",0,159,"9,989,719","356,601",Others,"607,953","7,788,288","8,396,241",0,0,0,"26,647,319","451,395","309,703","2,514,474","38,319,132",Self-Help Groups,198902633C
"9,168,653","54,434,053",0,"10,391,594","15,120,481","26,021,624","1,962,856","117,099,261",0,"117,099,261","86,134,371","95,369,506","9,235,135","17,964,575","3,765,180","21,729,755",0,61,"35,159,197",0,"35,159,197",0,"3,512,558","38,671,755",Jan 2015 - Dec 2015,Received,fy2,YAYASAN MENDAKI,"3,297,167",0,156,"10,143,985","383,194",Others,"39,662","11,503,354","11,543,016",0,0,0,"24,415,637","967,536","209,196","1,536,370","38,671,755",Self-Help Groups,198902633C
"11,578,338","49,132,188",0,"10,612,689","16,987,119","25,005,456","998,394","114,314,184",0,"114,314,184","85,802,005","94,537,125","8,735,120","16,653,235","3,123,824","19,777,059",0,61,"38,220,320",0,"38,220,320",0,"848,974","39,069,294",Jan 2014 - Dec 2014,Late,fy3,YAYASAN MENDAKI,"3,696,642",0,186,"10,081,610","308,857",Others,0,"7,159,782","7,159,782",0,0,0,"25,475,438","416,711","644,617","2,633,534","36,330,082",Self-Help Groups,198902633C
"10,000","287,695",0,0,0,0,"44,103","341,798",0,"341,798",0,"173,340","173,340","168,458",0,"168,458",0,62,"312,372",0,"312,372",0,"130,419","442,791",Jan 2016 - Dec 2016,Received,fy1,SINGAPORE INSTITUTE OF INTERNATIONAL AFFAIRS ENDOWMENT FUND,0,1,14,"145,597",0,Others,0,"470,250","470,250",0,0,0,0,40,"10,000",0,"480,290",Think Tanks,T03CC1685G
"20,000","557,456",0,0,0,0,"57,183","634,639",0,"634,639",0,"135,841","135,841","498,798",0,"498,798",0,62,"342,793",0,"342,793",0,"145,167","487,960",Jan 2015 - Dec 2015,Received,fy2,SINGAPORE INSTITUTE OF INTERNATIONAL AFFAIRS ENDOWMENT FUND,0,2,11,"147,427",0,Others,0,"545,700","545,700",0,0,0,0,34,"10,036",0,"555,770",Think Tanks,T03CC1685G
"122,000","409,772",0,0,0,0,"70,264","602,036","68,031","602,036",0,"68,031",0,"534,005",0,"534,005",0,62,"618,128",0,"618,128",0,"179,520","797,648",Jan 2014 - Dec 2014,Received,fy3,SINGAPORE INSTITUTE OF INTERNATIONAL AFFAIRS ENDOWMENT FUND,0,2,14,"362,631",0,Others,0,"704,650","704,650",0,0,0,0,34,"10,244",0,"714,928",Think Tanks,T03CC1685G
0,"5,999,777",0,0,0,"4,569",0,"6,004,346",0,"6,004,346",0,0,0,"6,004,346",0,"6,004,346",0,62,"3,910,688",0,"3,910,688",0,"229,005","4,139,693",Apr 2016 - Mar 2017,Received,fy1,SINGAPORE MILLENNIUM FOUNDATION LIMITED,0,0,0,0,0,Others,"4,128,141",0,"4,128,141",0,0,0,0,"11,552",0,0,"4,139,693",Think Tanks,200102355R
0,"1,909,004",0,0,0,"4,942",0,"1,913,946",0,"1,913,946",0,0,0,"1,913,946",0,"1,913,946",0,62,"21,460,957",0,"21,460,957",0,"226,230","21,687,187",Apr 2015 - Mar 2016,Received,fy2,SINGAPORE MILLENNIUM FOUNDATION LIMITED,0,0,0,0,0,Others,0,"21,674,928","21,674,928",0,0,0,0,"12,259",0,0,"21,687,187",Think Tanks,200102355R
"1,990,502","438,109",0,0,0,0,0,"2,428,611",0,"2,428,611",0,0,0,"2,428,611",0,"2,428,611",0,62,"22,374,280",0,"22,374,280",0,"188,482","22,562,762",Apr 2014 - Mar 2015,Received,fy3,SINGAPORE MILLENNIUM FOUNDATION LIMITED,0,0,0,0,0,Others,0,"22,561,524","22,561,524",0,0,0,0,"1,238",0,0,"22,562,762",Think Tanks,200102355R
"78,306",0,0,0,0,0,0,"78,306",0,"78,306",0,"6,170","6,170","72,136",0,"72,136",0,62,"261,194",0,"261,194",0,0,"261,194",Jan 2016 - Dec 2016,Received,fy1,STRATEGIC STUDIES FUND,0,0,0,0,0,Others,"266,666","2,000","268,666",0,0,0,0,0,0,0,"268,666",Think Tanks,T04CC1798G
"335,460",0,0,0,0,0,0,"335,460",0,"335,460",0,"-1,302","-1,302","336,762",0,"336,762",0,62,"72,746",0,"72,746",0,223,"72,969",Jan 2015 - Dec 2015,Late,fy2,STRATEGIC STUDIES FUND,0,0,0,0,0,Others,"66,667","5,000","71,667",0,0,0,0,0,0,0,"71,667",Think Tanks,T04CC1798G
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,Jan 2014 - Dec 2014,Late,fy3,STRATEGIC STUDIES FUND,0,0,0,0,0,Others,"400,000",0,"400,000",0,0,0,0,0,0,0,"400,000",Think Tanks,T04CC1798G
"500,000","519,451",0,"14,362,146",0,0,0,"15,381,597","15,378,249","15,381,597",0,"15,378,249",0,"3,348",0,"3,348",0,63,"267,440",0,"267,440",0,0,"267,440",Jan 2016 - Dec 2016,Late,fy1,ASIA PACIFIC BREWERIES FOUNDATION,"78,000",35,0,0,"500,000",Others,0,"500,000","500,000",0,0,0,0,"713,169",0,0,"1,213,169",General Charitable Purposes,S94CC1034B
"31,633","189,625",0,"14,206,996",0,0,0,"14,428,254","13,000,000","14,428,254",0,"14,425,004","1,425,004","3,250",0,"3,250",0,63,"603,269",0,"603,269",0,"33,240","636,509",Jan 2015 - Dec 2015,Received,fy2,ASIA PACIFIC BREWERIES FOUNDATION,"515,701",0,0,0,0,Others,0,0,0,0,0,0,0,"912,614",0,0,"912,614",General Charitable Purposes,S94CC1034B
"29,217","344,379",0,"15,233,358",0,0,0,"15,606,954","13,000,000","15,606,954",0,"15,602,554","2,602,554","4,400",0,"4,400",0,63,0,0,0,"1,508,601","291,129","1,799,730",Jan 2014 - Dec 2014,Received,fy3,ASIA PACIFIC BREWERIES FOUNDATION,0,0,0,0,0,Others,0,0,0,0,0,0,0,"1,447,918","12,898",0,"1,460,816",General Charitable Purposes,S94CC1034B
0,"852,247",0,"6,017,922",0,0,0,"6,870,169",0,"6,870,169",0,"6,860,671","6,860,671","9,498",0,"9,498",0,63,"3,199,047",0,"3,199,047",0,"124,671","3,323,718",Jan 2016 - Dec 2016,Received,fy1,BINJAITREE,"3,181,246",0,0,0,0,Others,0,"612,500","612,500",0,0,0,0,"138,238",0,0,"750,738",General Charitable Purposes,200818724G
0,"1,049,832",0,"8,039,959",0,"346,860",0,"9,436,651",0,"9,436,651",0,"9,433,651","9,433,651","3,000",0,"3,000",0,63,"617,512",0,"617,512",0,"23,625","641,137",Jan 2015 - Dec 2015,Late,fy2,BINJAITREE,"611,127",0,0,0,"18,000",Others,0,"417,000","417,000",0,0,0,0,"665,658",0,0,"1,082,658",General Charitable Purposes,200818724G
0,"770,284",0,"8,224,546",0,0,0,"8,994,830",0,"8,994,830",0,"8,992,130","8,992,130","2,700",0,"2,700",0,63,"1,941,619",0,"1,941,619",0,"22,525","1,964,144",Jan 2014 - Dec 2014,Received,fy3,BINJAITREE,"1,938,666",0,0,0,"138,000",Others,0,"510,000","510,000",0,0,0,0,"717,737",0,0,"1,227,737",General Charitable Purposes,200818724G
"61,385","2,550,525",0,"4,928,188",0,0,0,"7,540,098","7,538,098","7,540,098",0,"7,538,098",0,"2,000",0,"2,000","50,020",63,"163,219",0,"163,219",0,"7,603","170,822",Apr 2016 - Mar 2017,Received,fy1,CONSUMERS ASSOCIATION OF SINGAPORE ENDOWMENT FUND,0,0,0,0,0,Others,0,"50,020","50,020",0,0,0,"151,319","244,446","44,078",0,"489,863",General Charitable Purposes,T04CC1786K
0,"1,724,591",0,"5,313,106",0,0,0,"7,037,697","7,035,897","7,037,697",0,"7,035,897",0,0,"1,800","1,800","706,530",63,"175,293",0,"175,293","20,836","4,119","200,248",Apr 2015 - Mar 2016,Received,fy2,CONSUMERS ASSOCIATION OF SINGAPORE ENDOWMENT FUND,0,14.26,0,0,0,Others,10,"201,163","201,173",0,0,0,"258,745","244,551","2,061",0,"706,530",General Charitable Purposes,T04CC1786K
0,"1,970,138",0,"4,813,456",0,0,0,"6,783,594","6,781,894","6,783,594",0,"6,781,894",0,"1,700",0,"1,700",0,63,"72,496",0,"72,496","26,023","2,955","101,474",Apr 2014 - Mar 2015,Received,fy3,CONSUMERS ASSOCIATION OF SINGAPORE ENDOWMENT FUND,0,18.53,0,0,0,Others,"5,092","185,459","190,551",0,0,0,"191,745","223,466","7,335",0,"613,097",General Charitable Purposes,T04CC1786K
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,Jan 2016 - Dec 2016,Late,fy1,Global Compact Network Singapore,0,0,0,0,0,Others,"15,000","383,025","398,025",0,0,0,0,0,0,0,"398,025",General Charitable Purposes,T05SS0028L
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,Jan 2015 - Dec 2015,Received,fy2,Global Compact Network Singapore,0,0,0,0,0,Others,"10,000","12,000","22,000",0,0,0,0,0,0,0,"22,000",General Charitable Purposes,T05SS0028L
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,Jan 2014 - Dec 2014,Received,fy3,Global Compact Network Singapore,0,0,0,0,0,Others,0,0,0,0,0,0,0,0,0,0,0,General Charitable Purposes,T05SS0028L
"21,661","4,277,890",0,0,0,0,"79,867","4,379,418",0,"4,379,418","1,139,475","2,940,541","1,801,066","1,438,877",0,"1,438,877",0,63,"1,067,480","724,466","1,791,946","83,585","276,751","2,152,282",Jul 2016 - Jun 2017,Received,fy1,HABITAT FOR HUMANITY SINGAPORE LTD,0,3,18,"931,938","71,431",Others,"988,106","747,096","1,735,202",0,0,0,"688,237","19,445",12,0,"2,442,896",General Charitable Purposes,200201617W
